Company_A_ID,Company_A_Name,Company_B_ID,Company_B_Name,Similarity_Score
8702,HorseCom,68218,HorseCom,0.9999999999999998
8746,TableOnline,8746,TableOnline,0.9999999999999997
8747,KTM Advance,8747,KTM Advance,1.0000000000000002
8758,BMI SYSTEM,15784,BMI SYSTEM,0.9999999999999998
8764,Kea & Partners,8764,Kea & Partners,0.9999999999999997
8771,MULTIVAC Sepp Haggenmüller SE & Co. KG,74678,MULTIVAC Sepp Haggenmüller SE & Co. KG,1.0
8776,Legal Suite,42846,Legal Suite,1.0
8779,Thalys,8779,Thalys,1.0000000000000002
8786,BRIGHTEN,14300,BRIGHTEN,0.9999999999999996
8790,Planeum - Certifiée GPTW 2017,63360,Planeum - Certifiée GPTW 2017,1.0000000000000002
8806,eBusiness Information,8806,eBusiness Information,1.0000000000000004
8824,Uside,8824,Uside,0.9999999999999999
8830,MyndBlue,8830,MyndBlue,1.0
8832,D2SI,48166,D2SI,1.0000000000000002
8836,SNCF,8836,SNCF,0.9999999999999998
8845,CARIZY,25386,CARIZY,0.9999999999999998
8881,ELAN,158979,ELAN,1.0
8885,Maison Kitsuné,8885,Maison Kitsuné,0.9999999999999999
8896,Zero Games Studios,8896,Zero Games Studios,0.9999999999999996
8900,Synolia,8900,Synolia,0.9999999999999999
8903,Esokia Web Agency,8903,Esokia Web Agency,1.0000000000000002
8904,Jalios,8904,Jalios,0.9999999999999994
8911,Artdesk,8911,Artdesk,0.9999999999999997
8916,Yelloz components,8916,Yelloz components,0.9999999999999999
8932,spgestion.fr,8932,spgestion.fr,1.0
8935,Capgemini,8935,Capgemini,1.0000000000000002
8971,Novethic,8971,Novethic,1.0
8992,AB Tasty,51684,AB Tasty,0.9999999999999994
8998,Agence Clark,8998,Agence Clark,0.9999999999999999
9004,Interim Management LLC,42283,Interim Management LLC,1.0000000000000002
9025,InterCloud,35811,InterCloud,0.9999999999999993
9041,SCORE DDB,9041,SCORE DDB,1.0
9059,Flatchr,9059,Flatchr,0.9999999999999999
9064,Alcimed,9064,Alcimed,1.0
9075,Primobox,9075,Primobox,0.9999999999999999
9097,TYPY,9097,TYPY,0.9999999999999999
9109,Agile4Me,17050,Agile4Me,0.9999999999999999
9126,Techni-Contact / Md2i,9126,Techni-Contact / Md2i,1.0
9154,dioki technologies,9154,dioki technologies,0.9999999999999999
9170,Amabis France,9170,Amabis France,0.9999999999999999
9172,Sept Lieues,9172,Sept Lieues,0.9999999999999997
9182,OpenDigitalEducation,9182,OpenDigitalEducation,0.9999999999999994
9184,big boss studio,9184,big boss studio,0.9999999999999998
9190,FircoSoft,9190,FircoSoft,1.0000000000000002
9193,EDF,26284,EDF,1.0000000000000002
9198,Sutunam,9198,Sutunam,0.9999999999999998
9205,La FoncièreNumérique,24710,La FoncièreNumérique®,1.0000000000000002
9209,365Talents,9209,365Talents,1.0000000000000002
9214,MELTY GROUP,9214,MELTY GROUP,0.9999999999999999
9226,RMC,9226,RMC,0.9999999999999999
9237,Ligue de Football Professionnel,9237,Ligue de Football Professionnel,1.0
9238,Weenect,9238,Weenect,0.9999999999999999
9240,Ouihelp.fr,9240,Ouihelp.fr,1.0000000000000002
9244,Albus,9244,Albus,0.9999999999999999
9266,Sogedev,9266,Sogedev,0.9999999999999998
9274,UpGraduate,9274,UpGraduate,1.0000000000000002
9294,bengs lab,9294,bengs lab,0.9999999999999998
9301,Dorlet,169369,Dorlet,1.0
9311,Leaders League,78970,LEADERS LEAGUE,1.0
9318,Kalray,9318,Kalray,0.9999999999999996
9319,SEMANTIWEB,63178,Semantiweb,0.9999999999999997
9322,URBAN LINKER,9322,URBAN LINKER,0.9999999999999997
9323,Net Reviews,9323,Net Reviews,1.0000000000000002
9336,Armis,54543,Armis,1.0000000000000004
9349,Spinergie,9349,Spinergie,1.0
9354,Equancy,38204,Equancy,1.0000000000000002
9358,OpenDataSoft,9358,OpenDataSoft,0.9999999999999999
9366,CanalCloud,9366,CanalCloud,0.9999999999999996
9386,"""HAProxy Technologies",9386,"""HAProxy Technologies",1.0000000000000002
9411,VeryChic,9411,VeryChic,1.0
9412,Eiffage,9412,Eiffage,0.9999999999999997
9424,STORE AND SUPPLY,59295,STORE AND SUPPLY,0.8792287461422449
9429,Teedji,9429,Teedji,0.9999999999999999
9440,RIZZE,9440,RIZZE,0.9999999999999999
9445,Inventy,18481,Inventy,0.9999999999999996
9479,MULTICULTURAL NETWORK CORPORATION Terms & Conditions Mentions légales,9479,MULTICULTURAL NETWORK CORPORATION Terms & Conditions Mentions légales,0.9999999999999996
9489,Headoo,9489,Headoo,1.0
9495,"""Shopmium",9495,"""Shopmium",0.9999999999999998
9501,sandro,55101,sandro,1.0000000000000004
9504,ESV Digital,63013,ESV Digital,1.0
9512,cello.fr,9512,cello.fr,1.0
9513,Mutieg,56288,Mutieg,0.9999999999999997
9515,SILICOM SAS,9515,SILICOM SAS,1.0
9522,62 degrés,31073,62 degrés,1.0000000000000004
9524,Adloox,36296,Adloox,1.0000000000000002
9532,Merci,66067,Merci,1.0
9542,RoomChecking,9542,RoomChecking,1.0
9544,EKYOG,68991,EKYOG,0.9999999999999998
9545,Délégation Catholique pour la Coopération,9545,Délégation Catholique pour la Coopération,0.9999999999999996
9551,Brainsonic,54843,Brainsonic,0.9999999999999997
9553,YXIME SA,71046,YXIME SA,0.9999999999999996
9566,LPA-CGR avocats,33457,LPA-CGR avocats,1.0000000000000002
9568,IK Investment Partners,9568,IK Investment Partners,0.9999999999999999
9585,Applidium,9585,Applidium,1.0000000000000002
9590,PERFORMANCE & INFLUENCE,9590,PERFORMANCE & INFLUENCE,1.0
9605,Cyanide,9605,Cyanide,1.0
9607,Brevalex,77158,Brevalex,0.9999999999999996
9624,Easyflyer,9624,Easyflyer,0.9999999999999996
9630,tbwa-corporate,9630,tbwa-corporate,0.9999999999999998
9651,Shapr,9651,Shapr,1.0
9653,Paris Val de Marne,9653,Paris Val de Marne,0.9999999999999999
9676,Archos,9676,Archos,0.9999999999999999
9680,Pampa Paris,72294,Pampa Paris,0.9999999999999999
9683,Continental Search Alliance,20222,Continental Search Alliance,1.0000000000000002
9698,Schoolab,9698,Schoolab,0.9999999999999996
9702,GARDEN PRICE,9702,GARDEN PRICE,0.9999999999999999
9710,tequilarapido,40689,tequilarapido,0.9999999999999996
9713,Waycom,9713,Waycom,0.9999999999999998
9731,Evea Group,27610,Evea Group,0.9999999999999992
9760,nam.R,9760,nam.R,1.0
9779,NFrance,9779,NFrance,0.9999999999999999
9780,AntVoice,333268,AntVoice,1.0
9783,Altran,82497,Altran,1.0000000000000004
9789,Collège des Bernardins,9789,Collège des Bernardins,1.0000000000000002
9791,Bearstech,9791,Bearstech,1.0
9793,Strapi,332800,Strapi,1.0
9853,Data Solutions Fr,9853,Data Solutions Fr,0.9999999999999994
9865,Boost.rs,9865,Boost.rs,1.0000000000000002
9881,Skillup.co,61415,Skillup.co,0.9999999999999999
9882,Architizer,264569,Architizer,1.0000000000000002
9883,Anjali MVP,9883,Anjali MVP,0.9999999999999996
9901,DONTNOD Entertainment,12341,DONTNOD Entertainment,1.0
9918,AuxiVia,9918,AuxiVia,1.0
9922,Les CCE Allemagne,9922,Les CCE Allemagne,1.0000000000000002
9928,"""comScore",9928,"""comScore",1.0000000000000002
9935,Kylia France,9935,Kylia France,1.0
9936,Groupe DFM,76327,Groupe DFM,0.9999999999999996
9946,Seenk,9946,Seenk,1.0
9951,TTC - Testing Training and Consulting,9951,TTC - Testing Training and Consulting,0.9999999999999997
9954,Alkemics,33543,Alkemics,1.0
9965,NES SARL,9965,NES SARL,0.9999999999999997
9973,COTE OUEST,9973,COTE OUEST,0.9999999999999999
9979,France Digitale,9979,France Digitale,0.9999999999999999
9982,Synthetron N.V.,9982,Synthetron N.V.,0.9999999999999997
9986,Brand and Celebrities,41108,Brand and Celebrities,0.9112240065930992
9988,"""Pulpix",9988,"""Pulpix",1.0
10000,EXCILYS,10000,EXCILYS,0.9999999999999998
10007,orchestra,16773,orchestra,1.0
10027,VideoProfile Group,10027,VideoProfile Group,1.0
10052,"""J. Walter Thompson U.S.A.",10052,"""J. Walter Thompson U.S.A.",0.9999999999999997
10055,Netino,64309,Netino,0.9999999999999999
10067,Affine,19445,Affine,0.9999999999999999
10068,CREAgile,10068,CREAgile,0.9999999999999999
10073,Magic Makers,158974,Magic Makers,0.9999999999999998
10087,OVH LTD,18711,OVH LTD,1.0
10096,Fidesio,76801,Fidesio,0.9999999999999999
10129,UP SELL,39912,UP SELL,0.9999999999999998
10143,VECTAURY,10143,VECTAURY,0.9999999999999999
10144,HighTekers France,10144,HighTekers France,0.9999999999999996
10146,LE CLUB DES EXTRAS,52031,LE CLUB DES EXTRAS,1.0
10156,PERFORMANCE PARTNER,10156,PERFORMANCE PARTNER,0.9999999999999998
10160,ELEVON,42886,ELEVON,0.9999999999999998
10161,Enercoop,165002,Enercoop,1.0000000000000002
10168,Nerim,10168,Nerim,0.9999999999999998
10172,Opteamis,10172,Opteamis,1.0
10194,MeilleursAgents,71394,MeilleursAgents,1.0
10195,Kingcom,47466,Kingcom,1.0
10201,Devoteam,75443,Devoteam,1.0
10203,HeyTom,10203,HeyTom,1.0000000000000002
10206,Horizon Software,283940,Horizon Software,0.9999999999999999
10210,Sekoia,10210,Sekoia,1.0
10227,SNCD,10227,SNCD,0.9999999999999997
10231,Dakine,56335,DAKINE,1.0
10249,"""Marriott International",10249,"""Marriott International",0.9999999999999998
10260,BEVOLUTION AGENCY,10260,BEVOLUTION AGENCY,1.0000000000000002
10272,Airmis,10272,Airmis,1.0
10290,grafikmente,10290,grafikmente,1.0
10292,ECLORE,163802,ECLOR,0.8859257895625955
10296,MEDIA & BROADCAST TECHNOLOGIES® (MBT),10296,MEDIA & BROADCAST TECHNOLOGIES® (MBT),1.0000000000000004
10321,VERTUO Conseil,10321,VERTUO Conseil,0.9999999999999998
10332,APPEX France,10332,APPEX France,1.0000000000000002
10338,WAM World and More,10338,WAM World and More,1.0000000000000002
10353,Novidy's S.A.,10353,Novidy's S.A.,0.9999999999999997
10361,Shippeo,44472,Shippeo,0.9999999999999998
10391,5eRue,10391,5eRue,1.0000000000000002
10392,PSB Paris School of Business,10392,PSB Paris School of Business,0.9999999999999999
10410,Sublime Skinz,10410,Sublime Skinz,1.0
10417,MIF,10417,MIF,1.0
10443,Le Quotidien du Médecin,48780,Le Quotidien du Médecin,1.0000000000000004
10446,Restopolitan,10446,Restopolitan,0.9999999999999997
10447,Akeance Consulting,35144,Akeance Consulting,1.0000000000000004
10459,Lorenz Life Sciences Ltd.,10459,Lorenz Life Sciences Ltd.,1.0
10460,CodinGame,10460,CodinGame,0.9999999999999999
10462,Belharra sas,10462,Belharra sas,0.9999999999999998
10469,BOOK MY MUSIC,10469,BOOK MY MUSIC,0.9999999999999999
10473,ENSCI_LesAteliers,169282,Ensci Les Ateliers,0.9999999999999997
10474,Atelier NA,10474,Atelier NA,1.0
10489,Welcome to the Jungle,20127,Welcome to the Jungle,0.9999999999999999
10491,ADALIA,10491,ADALIA,1.0000000000000004
10497,QualyCloud,17726,qualycloud,0.9999999999999997
10501,Keyade,10501,Keyade,0.9999999999999994
10505,Pandacraft,10505,Pandacraft,1.0000000000000002
10511,theTribe.io,10511,theTribe.io,0.9999999999999997
10524,VINN,10524,VINN,1.0
10537,Rivoli Patrimoine,10537,Rivoli Patrimoine,0.9999999999999997
10548,Zelros,44607,Zelros,1.0000000000000002
10556,Cirpack,10556,Cirpack,1.0
10561,SNCZ,10561,SNCZ,0.9999999999999997
10583,GROUPE ITOP,10583,GROUPE ITOP,0.9999999999999994
10586,LeKiosk,10119,Le Kiosk,0.9999999999999998
10600,Voltalis,10600,Voltalis,0.9999999999999999
10626,Steve Agency,10626,Steve Agency,1.0
10634,Praditus,10634,Praditus,1.0000000000000002
10635,Mawenzi Partners,10635,Mawenzi Partners,0.9999999999999998
10646,Bidmotion,10646,Bidmotion,1.0
10673,Seeqle,10673,Seeqle,1.0
10675,upday for Samsung,10675,upday for Samsung,0.9999999999999999
10683,Incenteev,10683,Incenteev,0.9999999999999998
10686,Castalie,10686,Castalie,0.9999999999999996
10688,180gram,10688,180gram,1.0
10692,INBOX,10692,INBOX,0.9999999999999998
10716,KiWATCH,10716,KiWATCH,0.9999999999999994
10732,Clustaar,10732,Clustaar,0.9999999999999999
10745,NAVYA,10745,NAVYA,0.9999999999999998
10754,Bam.tech,10754,Bam.tech,0.9999999999999996
10767,Wandercraft,10767,Wandercraft,0.9999999999999999
10770,Change,10770,Change,0.9999999999999999
10784,HelloAsso,105637,HELLOASSO,0.9999999999999997
10795,WATSOFT,10795,WATSOFT,0.9999999999999994
10808,L'argus,37927,L'argus,0.9999999999999998
10809,ISPA Consulting,10809,ISPA Consulting,0.9999999999999997
10811,Konnect systems,10811,Konnect systems,1.0
10814,Weaving Group,36761,Weaving Group,0.9999999999999999
10818,Parella,10818,Parella,0.9999999999999997
10831,Proparco,162704,Proparco,1.0
10839,HEAVEN,67772,HEAVEN,0.9999999999999999
10842,Converteo,234089,Converteo,1.0000000000000002
10845,Billecart-Salmon,166111,Billecart-Salmon,1.0000000000000002
10855,isatech,10855,isatech,0.9999999999999999
10861,Lunchr,10861,Lunchr,1.0000000000000002
10865,CosaVostra,29730,CosaVostra,0.9999999999999994
10895,"""NineSigma",10895,"""NineSigma",0.9999999999999999
10920,Advalo,237190,Advalo,1.0
10925,Amplitude Studios,10925,Amplitude Studios,1.0000000000000002
10927,Criteo,10927,Criteo,1.0000000000000002
10938,Carbon Leadership,10938,Carbon Leadership,0.9999999999999998
10941,CHANTAL BAUDRON SAS,10941,CHANTAL BAUDRON SAS,0.9999999999999997
10953,Doctolib,67320,Doctolib,1.0000000000000002
10984,LOGIC DESIGN,10984,LOGIC DESIGN,0.9999999999999997
10990,ARONDOR,10990,ARONDOR,0.9999999999999999
10993,IMM International,10993,IMM International,0.9999999999999996
11006,Work4 Labs Inc.,366057,Work4 Labs Inc.,1.0
11013,Firerank,11013,Firerank,0.9999999999999994
11014,ActiveEon,11014,ActiveEon,1.0000000000000002
11041,Orange,11041,Orange,1.0000000000000004
11046,Le Petit Ballon,38015,Le Petit Ballon,0.9999999999999999
11065,LiveMentor,11065,LiveMentor,1.0
11069,ONIAM,11069,ONIAM,1.0
11081,Busy.org,11081,Busy.org,1.0000000000000002
11083,ISCOM,73002,ISCOM,1.0
11087,Kolibree,11087,Kolibree,0.9999999999999994
11091,SATT Nord,11091,SATT Nord,0.9999999999999998
11097,Lunchr,333336,Lunchr,0.9999999999999997
11107,Oscaro,168965,Oscaro,1.0
11116,Heetch,11116,Heetch,1.0
11122,La Réunion Aérienne,11122,La Réunion Aérienne,1.0000000000000002
11126,Dba,170770,Dba,1.0
11127,Conexance,54886,Conexance,0.9999999999999998
11149,QuiToque,56482,QuiToque,0.9999999999999996
11155,Golden Bees,70856,Golden Bees,1.0
11169,AD'Missions,217153,ADMISSIONS,1.0
11173,ISAI Gestion,11173,ISAI Gestion,1.0
11182,Blue Data Technologies,11182,Blue Data Technologies,1.0000000000000004
11196,Swaven,11196,Swaven,1.0000000000000002
11200,TRUSK,40535,TRUSK,0.9999999999999999
11214,JPB SYSTEME,11214,JPB SYSTEME,0.9999999999999998
11216,Mister Bell,24413,Mister Bell,0.9999999999999999
11219,MYTRAFFIC,11219,MYTRAFFIC,1.0
11222,Praxedo,373819,Praxedo,0.9999999999999997
11239,Pierre-Yves Rochon,11239,Pierre-Yves Rochon,1.0000000000000002
11242,QWAM CI,11242,QWAM CI,1.0000000000000002
11263,Arkose,11263,Arkose,0.9999999999999996
11264,Made in Surveys,11264,Made in Surveys,0.9999999999999998
11265,Potion.social,11265,Potion.social,0.9999999999999998
11275,GRENADE & SPARKS,70084,GRENADE & SPARKS,1.0
11298,Bird Office,33153,Bird Office,1.0000000000000002
11309,OPAL-RT TECHNOLOGIES,11309,OPAL-RT TECHNOLOGIES,1.0000000000000002
11315,CLEARNOX,11315,CLEARNOX,0.9999999999999996
11321,m4x.org,11321,m4x.org,1.0000000000000002
11327,Warning Up,11327,Warning Up,1.0
11329,Marcel,11329,Marcel,0.9999999999999997
11330,onefinestay,61573,OneFineStay,0.9999999999999999
11350,IFTH,11350,IFTH,1.0000000000000002
11356,Next Level Formation,11356,Next Level Formation,0.9999999999999994
11365,EIM Executive Interim Management,11365,EIM Executive Interim Management,0.9999999999999998
11382,IRT Railenium,11382,IRT Railenium,0.9999999999999997
11398,ubudu,11398,ubudu,1.0
11418,Place des Tendances,11418,Place des Tendances,1.0000000000000004
11431,"""Speaken",11431,"""Speaken",1.0000000000000002
11434,Corporama,54449,Corporama,0.9999999999999998
11437,ESIEA,11437,ESIEA,0.9999999999999993
11491,Lyf Pay,11491,Lyf Pay,0.9999999999999998
11503,biin — bureau d'idées nouvelles,11503,biin — bureau d'idées nouvelles,0.9999999999999999
11518,Bergamotte,29764,Bergamotte,0.9999999999999999
11520,Mailinblack / Letsignit,167245,MailInBlack,0.9054642042247276
11522,Influence4You,11522,Influence4You,1.0000000000000002
11527,Intersec,11527,Intersec,1.0000000000000002
11531,Awelty,11531,Awelty,0.9999999999999999
11537,Josiane,11537,Josiane,0.9999999999999997
11549,U Pro,11549,U Pro,1.0
11552,Eelway,159374,EELWAY,0.9999999999999999
11554,L'Art en direct,11554,L'Art en direct,1.0
11562,Mazeberry,11562,Mazeberry,0.9999999999999993
11564,L'Exception,11564,L'Exception,1.0
11573,Unow,11573,Unow,0.9999999999999998
11592,My Media,51941,My Media,0.9999999999999999
11593,Advent Group,11593,Advent Group,0.9999999999999996
11599,THEPHOTOACADEMY.com,11599,THEPHOTOACADEMY.com,0.9999999999999999
11609,Cirruseo,60675,Cirruseo,0.9999999999999997
11611,360Learning,50727,360Learning,1.0
11622,Antidox,11622,Antidox,0.9999999999999999
11628,ReachFive,11628,ReachFive,1.0000000000000002
11632,Archibald & Abraham,42036,Archibald & Abraham,0.9999999999999999
11639,Sun'R Spas,11639,Sun'R Spas,0.9999999999999999
11640,hckrs.io,11640,hckrs.io,1.0
11651,CoSpirit MediaTrack,11651,CoSpirit MediaTrack,1.0
11655,1913 Telecom,11655,1913 Telecom,1.0000000000000002
11658,BFT Investment Managers,11658,BFT Investment Managers,0.9999999999999993
11662,GOWIZYOU,11662,GOWIZYOU,0.9999999999999996
11664,OurCo,11664,OurCo,1.0000000000000002
11675,June Partners,11675,June Partners,1.0
11679,DotEmu,11900,DotEmu,1.0
11683,Foodles,11683,Foodles,1.0
11693,Coefficy,11693,Coefficy,0.9999999999999999
11694,Vinci Technologies SA,11694,Vinci Technologies SA,0.9999999999999998
11703,Zen'to,11703,Zen'to,1.0000000000000004
11707,Finamic Services,11707,Finamic Services,1.0
11712,Storefront,46044,Storefront,0.8199898443919161
11713,Wamiz,11713,Wamiz,1.0
11715,Avangarde,11715,Avangarde,0.9999999999999999
11734,OpenIP,11734,OpenIP,0.9999999999999997
11744,WeFix,11744,WeFix,0.9999999999999998
11764,Paylogic International,11764,Paylogic International,1.0000000000000004
11766,Welcome Media,11766,Welcome Media,0.9999999999999999
11800,You & Mr Jones Inc.,52872,You & Mr Jones,0.8678542349694245
11805,Indiana Capital,11805,Indiana Capital,1.0
11821,MAILEVA,11821,MAILEVA,0.9999999999999998
11840,Souffl,11840,Souffl,1.0000000000000002
11841,Captain Dash,11841,Captain Dash,1.0000000000000002
11847,dailymotion,95373,Dailymotion France,0.8698420703066811
11987,Département du Rhône,212572,Département du Rhône,0.9999999999999997
12022,Sea TPI,185239,Sea TPI,0.9999999999999996
12082,TAYLOR WIMPEY PLC,187002,taylor wimpey,0.8689712405438788
12108,Roth France,301146,Roth France,1.0
12134,Bleu Libellule,246205,Bleu Libellule,1.0
12149,Wipro,191986,Wipro,1.0000000000000004
12153,GRDF,77764,GRDF,0.9999999999999999
12215,ATR Aircraft,12215,ATR Aircraft,0.9999999999999998
12217,Crdit Agricole Nord de France,12217,Crdit Agricole Nord de France,1.0
12278,Wirecard,212346,Wirecard,1.0000000000000002
12283,IKKS,367562,IKKS,0.9999999999999999
12295,Awilco Drilling PLC,186129,Awilco Drilling PLC,1.0000000000000002
12305,Mears Group PLC,12305,Mears Group PLC,0.9999999999999996
12323,CSC,225441,CSC,0.9999999999999999
12393,Lemonway,177006,Lemon Way,1.0
12632,zenlap,12632,zenlap,1.0000000000000002
12661,Alven,214593,Alven,1.0000000000000002
12704,City Scoot,303774,Cityscoot,1.0000000000000002
12732,Babilou,12732,Babilou,1.0
12751,Hudson Advisors L.P.,187427,HUDSON ADVISORS,0.8673987357720461
12759,ASK,25823,Ask SA,0.9267169555432772
12806,Spintank,8953,Spintank,1.0000000000000004
12820,Hermes,12820,Hermes,1.0
12874,Bouygues Construction,320710,BOUYGUES CONSTRUCTION IT,0.9123173660295998
12908,BELIEVE DIGITAL INC,12908,BELIEVE DIGITAL INC,1.0000000000000002
12937,Fahrenheit 212,203374,Fahrenheit 212 LLC,0.8755136572760748
12939,DPD,12939,DPD,1.0000000000000002
13000,Ayima,197859,Ayima,1.0
13374,Groupe AFG,13374,Groupe AFG,0.9999999999999994
13381,Versace,196596,Versace,1.0
13409,TELETECH International,223372,TELETECH International,0.9999999999999999
13606,Zazzle,212518,Zazzle,1.0
13631,SAP,13631,SAP,0.9999999999999998
13650,WILMINGTON PLC,208596,Wilmington plc,0.9999999999999999
13678,Adthink,316692,Adthink,0.9999999999999994
13713,Societe Generale,83627,Societe Generale,0.8070686576248483
13730,Ongo,224279,Ongo UK,0.8687913240408326
13732,Expert Line,219590,EXPERT LINE,0.9999999999999998
13784,Netapsys,13784,Netapsys,0.9999999999999997
13819,McGee Group Limited,200903,McGee Group,0.8344210032608064
13844,MEDIAMETRIE,13844,MEDIAMETRIE,0.9999999999999997
13850,PGS Group,303997,PGS Group,1.0
13858,agnès b.,304657,agnès b.,0.9999999999999999
13870,Business France (Export),13870,Business France (Export),1.0000000000000004
13965,Talentsoft,13965,Talentsoft,0.9999999999999998
13978,Akbank,188895,Akbank,1.0000000000000004
14106,Bouygues,185497,Bouygues,0.9999999999999999
14112,MEOTEC,220763,MEOTEC,1.0000000000000002
14154,FeetMe,230078,FeetMe,0.9999999999999997
14173,LATÉCOeRE,14173,LATÉCOeRE,0.9999999999999994
14255,Arkema,14255,Arkema,0.9999999999999998
14288,Vacalians,367370,VACALIANS,0.9060982774464413
14299,Daimler AG,14299,Daimler AG,1.0
14368,Inra,14368,Inra,1.0
14470,Le Kiosk,10119,Le Kiosk,0.9999999999999998
14504,Adami,304119,Adami,0.9999999999999998
14556,SAVOYE,308549,SAVOYE,0.9999999999999999
14600,IDELUX,186004,IDELUX,1.0
14845,Cimlec Industrie,307517,Cimlec Industrie,1.0000000000000002
14861,Arquus,304421,Arquus,0.9246967826426611
14871,MarketInvoice,190557,MarketInvoice Limited,0.8901874352944933
14898,Laboratoire Cooper,304231,Laboratoire Cooper,0.9999999999999993
14933,CGI FINANCE,14933,CGI FINANCE,1.0000000000000002
14947,DRV Accountants & Adviseurs,14947,DRV Accountants & Adviseurs,0.9999999999999994
14976,Novancia Business School Paris,206596,Novancia Business School Paris,0.8306729037036539
14986,Monster France,185490,Monster France,0.9999999999999992
14989,AP-HP,183586,AP-HP,1.0
15160,Artdesk,8911,Artdesk,0.9999999999999997
15197,Continental,249943,Continental,1.0
15244,ABCARRIERES,206668,ABCARRIERES,0.9999999999999996
15254,ID2,191714,ID2,0.9999999999999998
15265,MCNICHOLAS CONSTRUCTION LTD,215792,McNicholas,0.8172413694176384
15313,Groupe Caisse d'Epargne,15313,Groupe Caisse d'Epargne,1.0000000000000002
15334,Eilakaisla,188874,Eilakaisla,0.9999999999999998
15337,Chubb,202160,Chubb,0.9999999999999996
15355,Digital Virgo,244533,Digital Virgo,1.0000000000000002
15457,jobWings Careers,249378,jobWings Careers,0.9999999999999999
15462,Christian Dior Couture,15462,Christian Dior Couture,0.9999999999999999
15557,ba&sh,15557,ba&sh,0.9999999999999998
15622,Groupe Le Duff,222306,Groupe Le Duff,0.9999999999999999
15695,Cooltech Applications,11656,Cooltech Applications,1.0000000000000004
15707,SOCOTEC,15707,SOCOTEC,1.0
15722,Orangemarine,305078,Orange Marine,0.9999999999999996
15816,Deloitte Finland,15816,Deloitte Finland,0.9999999999999999
15824,UNICANCER,15824,UNICANCER,1.0000000000000002
