Company_A_ID,Company_A_Name,Company_B_ID,Company_B_Name,Similarity_Score
3535,LES PETITES ASSIETTES,125480,Les Petites Assiettes,1.0000000000000002
3581,PATRIZIA,150386,PATRIZIA,1.0000000000000002
3606,Ten Belles Bread (Parent),785,Ten Belles Bread,0.8435236930792988
3609,Radisson Blue Bordeaux,170831,Radisson Blu,0.7080995304359464
3681,Léon de B Filiales (Parent),1357,Crep'eat Filiales (Parent),0.5368256442595262
3764,L'assiette aux fromages,118498,L'assiette aux fromages,1.0
3839,Doctolib,67320,Doctolib,1.0
3891,Eataly Salle,362029,Datalyo,0.4490048022034569
3896,IL GIGOLO,123864,Il gigolo,0.9999999999999998
4008,Planet Sushi Kléber,79352,PLANET SUSHI,0.7108748235493669
4110,POKEBAR,11873,EPOKA,0.3772713795958248
4116,Planet Sushi Saint Mandé,79352,PLANET SUSHI,0.7367843761947379
4410,Le patacrepe Echirolles,7823,Le patacrepe Lille,0.6518974608917586
4465,La Cuisine du Ptit Lu,141226,La Cuisine Du P'Tit Lu,0.9999999999999998
4594,Coco de Mer,155569,Coco de Mer,0.9999999999999999
4637,Fresh burritos Lille,113536,Fresh burritos,0.836566766262755
4645,Le Bourg'bon Mouzda,116198,Restaurant le Bourg'bon,0.52401251027348
4646,Groupe Sighor - Leo Resto & Ace Hotel,285758,Groupe Sighor,0.6110393659316172
4649,Veng Hour,169020,VENG HOUR,1.0
4683,Maison Malesherbes SAS,145280,Man malesherbes,0.7520796930216628
4744,Double Dragon,119497,Double dragon,1.0
4746,Falstaff,94302,Real Staffing,0.669999799489537
4940,L'Apollo,142733,L apollo,1.0
4965,TECHSell,52557,TECHSELL,1.0
4995,FRESH BURRITOS DUNKERQUE,113536,Fresh burritos,0.7045290403356663
5508,SAS Villert - MOUSSE TOUCH,123904,SAS VILLERT LA MOUSSE TOUCH,0.8311722628646752
5614,L'Apibo,124765,L'apibo,1.0
5784,LES FRANGINS,133721,SARL Les frangins,0.7834874084384869
5793,LE FER A CHEVAL,148398,LE FER A CHEVAL,0.9999999999999997
5861,LA PLAGE,113335,La plage,1.0
5961,Au Port Du Salut,144117,Le Port du Salut,0.8133873240304421
5984,LE PATACREPE,125081,Patacrepe,0.9069833264760988
6076,Hamler's burgery,155044,Hamler's burgery,1.0
6081,Le Ballu,129167,Hotel Le Ballu,0.782933984676101
6158,Columbus Cafe  (Parent),158613,COLUMBUS CAFE,0.8486641577958169
6178,Planet Sushi Voltaire,79352,PLANET SUSHI,0.7075245876597822
6446,La Ferme De Charles,132714,La Ferme de Charles,0.9999999999999998
6737,Bar a caf,139457,Bar a caf,0.9999999999999999
6823,SmartHab,160746,SmartHab,1.0000000000000002
6917,Berliner,137365,Le Berliner,0.8463743246423997
6975,Amorino Paris 5,169904,AMORINO,0.6611043865781289
7026,FLAMS SIEGE,7026,FLAMS SIEGE,0.9999999999999998
7072,BISTROT DES CAMPAGNES,144447,Le bistrot des campagnes,0.9370965457579554
7108,Oncle Jack,372470,Le Jacquard Français,0.4130816894584469
7157,HOTEL CFH,65285,Hotelis SA,0.3762623019809731
7236,Mozzato,178620,Mozaïk Rh,0.34356989209044786
7306,Gosselin,143686,Gosselin,1.0
7324,Bagelstein Poitiers,7324,Bagelstein Poitiers,1.0
7327,L'estrapade,115868,L'estrapade,1.0000000000000002
7460,Café Moco,112461,Cafe moco,0.5372403287507596
7713,Shirvan,111114,Shirvan,1.0
7741,KEÏLI,311699,ELIS,0.47250582697797
7768,LES PERES POPULAIRES,128536,les pères populaires,0.8931367081773774
7812,COLCHIDE,116201,Le Colchide,0.9264156072188128
7832,Ti Sable,142622,Ti Sable,0.9999999999999999
8211,Bureau Vallée,245844,Bureau Vallée,1.0
8268,CAFE DE L INDUSTRIE,147742,Café de l'industrie,0.7492733645863046
8272,Fresh burritos Lyon,113536,Fresh burritos,0.8237542127824182
8353,MERSEA,134485,Mersea,1.0000000000000002
8541,Cousbox,325341,Cousbox,1.0
8628,Air Liquide / AL IT,8628,Air Liquide / AL IT,0.9999999999999998
8637,Dataiku,23108,Dataiku,0.9999999999999999
8640,AROLLA,73330,AROLLA,1.0
8643,Le Phare,8643,Le Phare,1.0000000000000002
8647,Arcad Software,8647,Arcad Software,0.9999999999999999
8652,Mint Conseil,8652,Mint Conseil,1.0
8664,Ubeeqo,160572,Ubeeqo,1.0
8689,UpSlide,76986,UpSlide,1.0
8694,Digital No Limit,8694,Digital No Limit,1.0000000000000002
8698,SMARTHYS,8698,SMARTHYS,1.0000000000000004
8702,HorseCom,68218,HorseCom,1.0000000000000002
8746,TableOnline,8746,TableOnline,1.0000000000000002
8747,KTM Advance,8747,KTM Advance,1.0
8758,BMI SYSTEM,15784,BMI SYSTEM,1.0
8764,Kea & Partners,8764,Kea & Partners,1.0
8771,MULTIVAC Sepp Haggenmüller SE & Co. KG,74678,MULTIVAC Sepp Haggenmüller SE & Co. KG,1.0000000000000004
8776,Legal Suite,42846,Legal Suite,1.0
8779,Thalys,8779,Thalys,1.0
8786,BRIGHTEN,14300,BRIGHTEN,1.0
8790,Planeum - Certifiée GPTW 2017,63360,Planeum - Certifiée GPTW 2017,1.0
8806,eBusiness Information,8806,eBusiness Information,0.9999999999999998
8824,Uside,8824,Uside,1.0
8830,MyndBlue,8830,MyndBlue,0.9999999999999999
8832,D2SI,48166,D2SI,1.0
8834,Centre de Formation et de Perfectionnement des Journalistes,48195,Ecole de Management des Systèmes d'Information,0.39777405738687455
8836,SNCF,8836,SNCF,1.0
8838,Urban Place,76795,Urban Place- CoWorking Space,0.6390148010422699
8845,CARIZY,25386,CARIZY,0.9999999999999999
8881,ELAN,158979,ELAN,1.0000000000000002
8885,Maison Kitsuné,8885,Maison Kitsuné,0.9999999999999999
8896,Zero Games Studios,8896,Zero Games Studios,0.9999999999999998
8900,Synolia,8900,Synolia,1.0000000000000002
8903,Esokia Web Agency,8903,Esokia Web Agency,0.9999999999999998
8904,Jalios,8904,Jalios,1.0
8911,Artdesk,8911,Artdesk,1.0000000000000002
8916,Yelloz components,8916,Yelloz components,1.0
8932,spgestion.fr,8932,spgestion.fr,1.0
8935,Capgemini,8935,Capgemini,1.0000000000000002
8942,Mon-avocat.fr,353889,Mon-Avocat.fr,0.9999999999999997
8971,Novethic,8971,Novethic,1.0
8992,AB Tasty,51684,AB Tasty,0.9999999999999998
8998,Agence Clark,8998,Agence Clark,1.0000000000000002
9004,Interim Management LLC,42283,Interim Management LLC,0.9999999999999998
9006,Aircall,99628,Aircall,0.9999999999999997
9018,CMG Conseil,51002,CMG Conseil,0.9999999999999998
9025,InterCloud,35811,InterCloud,1.0000000000000002
9036,Netfective Technology,69460,Netfective Technology,1.0
9041,SCORE DDB,9041,SCORE DDB,1.0
9059,Flatchr,9059,Flatchr,0.9999999999999998
9064,Alcimed,9064,Alcimed,1.0
9075,Primobox,9075,Primobox,0.9999999999999999
9097,TYPY,9097,TYPY,1.0
9109,Agile4Me,17050,Agile4Me,1.0
9113,Equinox-Cognizant,162170,cognizant,0.6974766237180496
9126,Techni-Contact / Md2i,9126,Techni-Contact / Md2i,1.0000000000000004
9142,"""Bell & Ross",27972,Bell & Ross,1.0000000000000004
9148,Allo-Media,355936,Allo Media,0.9999999999999999
9154,dioki technologies,9154,dioki technologies,1.0000000000000002
9170,Amabis France,9170,Amabis France,1.0000000000000002
9171,THEMIIS,64114,THEMIIS,1.0000000000000002
9172,Sept Lieues,9172,Sept Lieues,1.0000000000000002
9182,OpenDigitalEducation,9182,OpenDigitalEducation,0.9999999999999999
9184,big boss studio,9184,big boss studio,0.9999999999999998
9190,FircoSoft,9190,FircoSoft,1.0000000000000002
9193,EDF,26284,EDF,0.9999999999999999
9198,Sutunam,9198,Sutunam,0.9999999999999999
9205,La FoncièreNumérique,24710,La FoncièreNumérique®,0.9999999999999998
9209,365Talents,9209,365Talents,1.0
9214,MELTY GROUP,9214,MELTY GROUP,1.0
9223,Elenbi - EBG,355408,EBG,0.5314382434696006
9226,RMC,9226,RMC,1.0
9237,Ligue de Football Professionnel,9237,Ligue de Football Professionnel,1.0000000000000002
9238,Weenect,9238,Weenect,0.9999999999999999
9240,Ouihelp.fr,9240,Ouihelp.fr,0.9999999999999999
9244,Albus,9244,Albus,1.0
9266,Sogedev,9266,Sogedev,1.0000000000000002
9274,UpGraduate,9274,UpGraduate,0.9999999999999998
9291,accengage,72523,accengage,1.0
9294,bengs lab,9294,bengs lab,1.0
9301,Dorlet,169369,Dorlet,0.9999999999999998
9311,Leaders League,78970,LEADERS LEAGUE,0.9999999999999998
9318,Kalray,9318,Kalray,1.0000000000000002
9319,SEMANTIWEB,63178,Semantiweb,1.0000000000000002
9322,URBAN LINKER,9322,URBAN LINKER,0.9999999999999999
9323,Net Reviews,9323,Net Reviews,0.9999999999999997
9336,Armis,54543,Armis,1.0
9342,"""Zapa",81789,Zapa,0.9999999999999999
9349,Spinergie,9349,Spinergie,0.9999999999999999
9354,Equancy,38204,Equancy,1.0000000000000002
9358,OpenDataSoft,9358,OpenDataSoft,1.0
9366,CanalCloud,9366,CanalCloud,1.0
9386,"""HAProxy Technologies",9386,"""HAProxy Technologies",1.0000000000000004
9411,VeryChic,9411,VeryChic,1.0
9412,Eiffage,9412,Eiffage,0.9999999999999999
9424,STORE AND SUPPLY,59295,STORE AND SUPPLY,0.9999999999999998
9427,Wallix,374484,Wallix Group,0.7146447775849284
9429,Teedji,9429,Teedji,1.0
9440,RIZZE,9440,RIZZE,0.9999999999999999
9445,Inventy,18481,Inventy,0.9999999999999999
9479,MULTICULTURAL NETWORK CORPORATION Terms & Conditions Mentions légales,9479,MULTICULTURAL NETWORK CORPORATION Terms & Conditions Mentions légales,1.0
9489,Headoo,9489,Headoo,0.9999999999999999
9495,"""Shopmium",9495,"""Shopmium",1.0
9501,sandro,55101,sandro,0.9999999999999999
9504,ESV Digital,63013,ESV Digital,1.0000000000000002
9512,cello.fr,9512,cello.fr,1.0000000000000002
9513,Mutieg,56288,Mutieg,0.9999999999999998
9515,SILICOM SAS,9515,SILICOM SAS,1.0000000000000002
9522,62 degrés,31073,62 degrés,0.9999999999999998
9524,Adloox,36296,Adloox,1.0
9532,Merci,66067,Merci,0.9999999999999998
9542,RoomChecking,9542,RoomChecking,1.0000000000000002
9544,EKYOG,68991,EKYOG,1.0
9545,Délégation Catholique pour la Coopération,9545,Délégation Catholique pour la Coopération,1.0000000000000004
9551,Brainsonic,54843,Brainsonic,1.0000000000000002
9553,YXIME SA,71046,YXIME SA,0.9999999999999994
9560,Quantmetry,352838,Quantmetry,1.0
9565,Goomeo,335294,Goomeo,0.9999999999999999
9566,LPA-CGR avocats,33457,LPA-CGR avocats,1.0
9568,IK Investment Partners,9568,IK Investment Partners,0.9999999999999999
9569,aerium,362308,Aerium,0.9999999999999999
9585,Applidium,9585,Applidium,0.9999999999999998
9590,PERFORMANCE & INFLUENCE,9590,PERFORMANCE & INFLUENCE,1.0
9605,Cyanide,9605,Cyanide,1.0
9607,Brevalex,77158,Brevalex,1.0
9624,Easyflyer,9624,Easyflyer,0.9999999999999999
9630,tbwa-corporate,9630,tbwa-corporate,0.9999999999999997
9636,Airbus Helicopters,29653,"""Airbus Helicopters",1.0
9641,Doctrine,352102,Doctrine,1.0
9645,Molotov,362932,Molotov Tv,0.8728935355568737
9651,Shapr,9651,Shapr,0.9999999999999997
9653,Paris Val de Marne,9653,Paris Val de Marne,0.9999999999999999
9676,Archos,9676,Archos,1.0
9680,Pampa Paris,72294,Pampa Paris,1.0000000000000004
9683,Continental Search Alliance,20222,Continental Search Alliance,0.9999999999999999
9684,"""STid",18678,STid,1.0
9698,Schoolab,9698,Schoolab,0.9999999999999998
9702,GARDEN PRICE,9702,GARDEN PRICE,1.0
9710,tequilarapido,40689,tequilarapido,1.0000000000000002
9713,Waycom,9713,Waycom,1.0
9727,Perfect Memory,21469,Perfect Memory,0.9999999999999999
9731,Evea Group,27610,Evea Group,0.9999999999999999
9750,Meetic,53043,Meetic,1.0000000000000002
9760,nam.R,9760,nam.R,1.0000000000000002
9779,NFrance,9779,NFrance,1.0000000000000002
9780,AntVoice,333268,AntVoice,1.0
9783,Altran,82497,Altran,1.0
9789,Collège des Bernardins,9789,Collège des Bernardins,1.0000000000000002
9791,Bearstech,9791,Bearstech,0.9999999999999999
9793,Strapi,332800,Strapi,1.0
9853,Data Solutions Fr,9853,Data Solutions Fr,1.0000000000000002
9861,Covéa Finance,28316,Covéa Finance,1.0000000000000002
9865,Boost.rs,9865,Boost.rs,1.0
9881,Skillup.co,61415,Skillup.co,0.9999999999999999
9882,Architizer,264569,Architizer,1.0
9883,Anjali MVP,9883,Anjali MVP,0.9999999999999999
9896,PickAsso,27178,PickAsso,1.0
9901,DONTNOD Entertainment,12341,DONTNOD Entertainment,1.0
9906,PrestaShop -,85379,Prestashop,1.0
9918,AuxiVia,9918,AuxiVia,1.0000000000000002
9922,Les CCE Allemagne,9922,Les CCE Allemagne,1.0
9928,"""comScore",9928,"""comScore",1.0
9935,Kylia France,9935,Kylia France,1.0000000000000002
9936,Groupe DFM,76327,Groupe DFM,1.0
9946,Seenk,9946,Seenk,1.0
9951,TTC - Testing Training and Consulting,9951,TTC - Testing Training and Consulting,0.9999999999999997
9954,Alkemics,33543,Alkemics,1.0000000000000004
9958,ZenProspect,354678,Iprospect Italia,0.5306213306488958
9965,NES SARL,9965,NES SARL,0.9999999999999999
9973,COTE OUEST,9973,COTE OUEST,0.9999999999999999
9979,France Digitale,9979,France Digitale,1.0000000000000002
9982,Synthetron N.V.,9982,Synthetron N.V.,0.9999999999999999
9986,Brand and Celebrities,41108,Brand and Celebrities,0.9999999999999999
9988,"""Pulpix",9988,"""Pulpix",1.0000000000000002
10000,EXCILYS,10000,EXCILYS,0.9999999999999999
10007,orchestra,16773,orchestra,0.9999999999999998
10027,VideoProfile Group,10027,VideoProfile Group,0.9999999999999998
10052,"""J. Walter Thompson U.S.A.",10052,"""J. Walter Thompson U.S.A.",0.9999999999999998
10055,Netino,64309,Netino,1.0
10067,Affine,19445,Affine,0.9999999999999999
10068,CREAgile,10068,CREAgile,0.9999999999999999
10073,Magic Makers,158974,Magic Makers,0.9999999999999998
10087,OVH LTD,18711,OVH LTD,1.0000000000000002
10096,Fidesio,76801,Fidesio,0.9999999999999999
10129,UP SELL,39912,UP SELL,1.0000000000000002
10142,Deliveroo,10347,Deliveroo,1.0000000000000002
10143,VECTAURY,10143,VECTAURY,1.0
10144,HighTekers France,10144,HighTekers France,1.0
10145,The American University of Paris,76188,The American University of Paris,0.9999999999999994
10146,LE CLUB DES EXTRAS,52031,LE CLUB DES EXTRAS,0.9999999999999997
10156,PERFORMANCE PARTNER,10156,PERFORMANCE PARTNER,1.0000000000000002
10160,ELEVON,42886,ELEVON,1.0000000000000002
10161,Enercoop,165002,Enercoop,0.9999999999999999
10168,Nerim,10168,Nerim,1.0
10172,Opteamis,10172,Opteamis,1.0
10194,MeilleursAgents,71394,MeilleursAgents,0.9999999999999999
10195,Kingcom,47466,Kingcom,1.0
10201,Devoteam,75443,Devoteam,0.9999999999999999
10203,HeyTom,10203,HeyTom,0.9999999999999999
10206,Horizon Software,283940,Horizon Software,1.0
10208,Novencia Group,352681,Novencia,0.8126104709524681
10210,Sekoia,10210,Sekoia,0.9999999999999999
10216,Nware,31465,Menway,0.49874875850658107
10227,SNCD,10227,SNCD,0.9999999999999999
10231,Dakine,56335,DAKINE,1.0
10249,"""Marriott International",10249,"""Marriott International",0.9999999999999998
10260,BEVOLUTION AGENCY,10260,BEVOLUTION AGENCY,0.9999999999999998
10262,Dictanova,4438,FLORA NOVA,0.471316478470307
10272,Airmis,10272,Airmis,1.0
10290,grafikmente,10290,grafikmente,1.0000000000000002
10292,ECLORE,163802,ECLOR,0.9096158401892138
10296,MEDIA & BROADCAST TECHNOLOGIES® (MBT),10296,MEDIA & BROADCAST TECHNOLOGIES® (MBT),0.9999999999999997
10321,VERTUO Conseil,10321,VERTUO Conseil,1.0
10329,Faïencerie de Gien,34156,Faïencerie de Gien,1.0
10332,APPEX France,10332,APPEX France,1.0000000000000002
10338,WAM World and More,10338,WAM World and More,0.9999999999999999
10353,Novidy's S.A.,10353,Novidy's S.A.,0.9999999999999999
10361,Shippeo,44472,Shippeo,0.9999999999999999
10386,Infopro Digital,57398,Infopro Digital,1.0
10388,IDECSI,179762,Side,0.40197175125950724
10391,5eRue,10391,5eRue,0.9999999999999998
10392,PSB Paris School of Business,10392,PSB Paris School of Business,1.0000000000000002
10396,MANGOPAY,37260,MANGOPAY.com,0.8275067991507481
10410,Sublime Skinz,10410,Sublime Skinz,0.9999999999999999
10417,MIF,10417,MIF,1.0
10443,Le Quotidien du Médecin,48780,Le Quotidien du Médecin,0.9999999999999999
10446,Restopolitan,10446,Restopolitan,1.0
10447,Akeance Consulting,35144,Akeance Consulting,1.0000000000000002
10459,Lorenz Life Sciences Ltd.,10459,Lorenz Life Sciences Ltd.,0.9999999999999998
10460,CodinGame,10460,CodinGame,0.9999999999999998
10462,Belharra sas,10462,Belharra sas,1.0
10469,BOOK MY MUSIC,10469,BOOK MY MUSIC,0.9999999999999999
10473,ENSCI_LesAteliers,169282,Ensci Les Ateliers,1.0000000000000002
10474,Atelier NA,10474,Atelier NA,0.9999999999999998
10482,H8 COLLECTION HOTEL GROUP,51771,H8 Collection,0.7499691540310494
10489,Welcome to the Jungle,20127,Welcome to the Jungle,1.0000000000000002
10491,ADALIA,10491,ADALIA,1.0
10497,QualyCloud,17726,qualycloud,1.0
10501,Keyade,10501,Keyade,1.0
10505,Pandacraft,10505,Pandacraft,1.0
10511,theTribe.io,10511,theTribe.io,1.0
10524,VINN,10524,VINN,1.0000000000000002
10531,21Net Ltd.,46495,21net,0.7923416321660496
10537,Rivoli Patrimoine,10537,Rivoli Patrimoine,0.9999999999999996
10548,Zelros,44607,Zelros,1.0000000000000002
10556,Cirpack,10556,Cirpack,0.9999999999999999
10561,SNCZ,10561,SNCZ,0.9999999999999999
10580,PHENIX,359004,Phenix,0.9999999999999999
10583,GROUPE ITOP,10583,GROUPE ITOP,1.0000000000000004
10586,LeKiosk,10119,Le Kiosk,1.0
10600,Voltalis,10600,Voltalis,0.9999999999999999
10626,Steve Agency,10626,Steve Agency,0.9999999999999996
10634,Praditus,10634,Praditus,0.9999999999999999
10635,Mawenzi Partners,10635,Mawenzi Partners,1.0
10646,Bidmotion,10646,Bidmotion,0.9999999999999997
10649,CXP Group,14572,PAC - A CXP Group Company,0.6474686392578778
10661,Gandi,20389,Gan,0.7140311243000829
10663,Adservio IT Quality Experts,28717,ADSERVIO,0.5077392447974515
10672,Hubware,333352,Hubware,1.0
10673,Seeqle,10673,Seeqle,1.0000000000000002
10675,upday for Samsung,10675,upday for Samsung,0.9999999999999999
10683,Incenteev,10683,Incenteev,0.9999999999999997
10686,Castalie,10686,Castalie,0.9999999999999998
10688,180gram,10688,180gram,1.0
10692,INBOX,10692,INBOX,1.0
10716,KiWATCH,10716,KiWATCH,1.0
10732,Clustaar,10732,Clustaar,1.0
10745,NAVYA,10745,NAVYA,0.9999999999999998
10754,Bam.tech,10754,Bam.tech,1.0
10767,Wandercraft,10767,Wandercraft,0.9999999999999998
10770,Change,10770,Change,1.0
10784,HelloAsso,105637,HELLOASSO,1.0
10795,WATSOFT,10795,WATSOFT,0.9999999999999999
10808,L'argus,37927,L'argus,1.0
10809,ISPA Consulting,10809,ISPA Consulting,1.0000000000000002
10811,Konnect systems,10811,Konnect systems,0.9999999999999999
10814,Weaving Group,36761,Weaving Group,0.9999999999999999
10818,Parella,10818,Parella,1.0000000000000002
10831,Proparco,162704,Proparco,1.0000000000000002
10839,HEAVEN,67772,HEAVEN,1.0000000000000002
10842,Converteo,104676,CONVERTEO,1.0000000000000002
10845,Billecart-Salmon,166111,Billecart-Salmon,0.9999999999999997
10855,isatech,10855,isatech,1.0000000000000002
10861,Lunchr,10861,Lunchr,0.9999999999999999
10865,CosaVostra,29730,CosaVostra,1.0000000000000002
10895,"""NineSigma",10895,"""NineSigma",1.0000000000000002
10920,Advalo,237190,Advalo,1.0
10925,Amplitude Studios,10925,Amplitude Studios,1.0
10926,BlueBoard,355938,Blueboard,1.0
10927,Criteo,10927,Criteo,1.0
10936,Coheris,31209,Coheris S.a,0.884091587271691
10938,Carbon Leadership,10938,Carbon Leadership,1.0000000000000002
10941,CHANTAL BAUDRON SAS,10941,CHANTAL BAUDRON SAS,0.9999999999999998
10953,Doctolib,67320,Doctolib,1.0
10984,LOGIC DESIGN,10984,LOGIC DESIGN,0.9999999999999999
10990,ARONDOR,10990,ARONDOR,1.0
10993,IMM International,10993,IMM International,1.0000000000000004
11006,Work4 Labs Inc.,366057,Work4 Labs Inc.,1.0
11013,Firerank,11013,Firerank,0.9999999999999998
11014,ActiveEon,11014,ActiveEon,1.0
11027,Hopscotch SA,361798,Agence Hopscotch,0.6799780218210449
11033,NODCOM,341627,supermood.com,0.5418881908927268
11041,Orange,11041,Orange,0.9999999999999999
11046,Le Petit Ballon,38015,Le Petit Ballon,0.9999999999999997
11065,LiveMentor,11065,LiveMentor,0.9999999999999999
11069,ONIAM,11069,ONIAM,1.0
11081,Busy.org,11081,Busy.org,0.9999999999999999
11083,ISCOM,73002,ISCOM,0.9999999999999999
11087,Kolibree,11087,Kolibree,0.9999999999999999
11091,SATT Nord,11091,SATT Nord,0.9999999999999999
11097,Lunchr,10861,Lunchr,0.9999999999999999
11107,Oscaro,168965,Oscaro,1.0000000000000002
11116,Heetch,11116,Heetch,1.0
11122,La Réunion Aérienne,11122,La Réunion Aérienne,0.9999999999999999
11126,Dba,170770,Dba,0.9999999999999999
11127,Conexance,54886,Conexance,1.0000000000000002
11128,Gérard Mulot,46584,Maison Mulot,0.4302451195613923
11149,QuiToque,56482,QuiToque,1.0
11155,Golden Bees,70856,Golden Bees,0.9999999999999997
11160,Anaïk,105791,JONAK,0.6052330171872258
11163,DEVENSON I Groupe VISEO I Salesforce Platinum Partner,70035,Salesforce,0.40539024504809884
11169,AD'Missions,94835,AD'MISSIONS,1.0
11173,ISAI Gestion,11173,ISAI Gestion,0.9999999999999998
11175,Transformation publique,963,Djawa République,0.40917057386351535
11176,BSR,361259,YBS,0.33147580575054636
11182,Blue Data Technologies,11182,Blue Data Technologies,0.9999999999999997
11188,Datalyo - Data Driven Consulting,362029,Datalyo,0.6199279895428398
11196,Swaven,11196,Swaven,1.0
11200,TRUSK,40535,TRUSK,1.0
11214,JPB SYSTEME,11214,JPB SYSTEME,1.0000000000000002
11215,MARIAGE FRÈRES,28974,MARIAGE FRÈRES,0.9999999999999999
11216,Mister Bell,24413,Mister Bell,1.0000000000000002
11219,MYTRAFFIC,11219,MYTRAFFIC,0.9999999999999998
11222,Praxedo,373819,Praxedo,1.0
11239,Pierre-Yves Rochon,11239,Pierre-Yves Rochon,1.0000000000000004
11242,QWAM CI,11242,QWAM CI,0.9999999999999997
11244,ORINOX,58226,ORINOX,1.0
11263,Arkose,11263,Arkose,1.0
11264,Made in Surveys,11264,Made in Surveys,1.0000000000000004
11265,Potion.social,11265,Potion.social,1.0000000000000002
11275,GRENADE & SPARKS,70084,GRENADE & SPARKS,1.0
11298,Bird Office,33153,Bird Office,1.0
11301,"""Kochava",358720,Kochava,0.9999999999999999
11309,OPAL-RT TECHNOLOGIES,11309,OPAL-RT TECHNOLOGIES,1.0000000000000002
11315,CLEARNOX,11315,CLEARNOX,1.0
11321,m4x.org,11321,m4x.org,0.9999999999999998
11327,Warning Up,11327,Warning Up,0.9999999999999998
11329,Marcel,11329,Marcel,0.9999999999999998
11330,onefinestay,61573,OneFineStay,1.0
